"IDENTITY","REGION","DAY","MONTH","YEAR","TRX_TYPE","TRX_COUNT"
17419935,13,30,4,2018,2,12
17419935,13,1,5,2018,1,104
17419935,13,1,5,2018,2,4
17419935,13,2,5,2018,1,135
17419935,13,2,5,2018,2,6
17419935,13,3,5,2018,1,111
17419935,13,3,5,2018,2,11
17419935,13,4,5,2018,1,136
17419935,13,4,5,2018,2,10
17419935,13,5,5,2018,1,110
17419935,13,5,5,2018,2,8
17419935,13,6,5,2018,1,49
17419935,13,6,5,2018,2,6
17419935,13,7,5,2018,1,129
17419935,13,7,5,2018,2,6
17419935,13,8,5,2018,1,104
17419935,13,8,5,2018,2,8
17419935,13,9,5,2018,1,104
17419935,13,9,5,2018,2,8
17419935,13,10,5,2018,1,80
17419935,13,10,5,2018,2,8
17419935,13,11,5,2018,1,102
17419935,13,11,5,2018,2,5
17419935,13,12,5,2018,1,84
17419935,13,12,5,2018,2,10
17419935,13,13,5,2018,1,89
17419935,13,13,5,2018,2,7
17419935,13,14,5,2018,1,119
17419935,13,14,5,2018,2,4
17419935,13,15,5,2018,1,127
17419935,13,15,5,2018,2,12
17419935,13,16,5,2018,1,96
17419935,13,16,5,2018,2,8
17419935,13,17,5,2018,1,92
17419935,13,17,5,2018,2,11
17419935,13,18,5,2018,1,107
17419935,13,18,5,2018,2,7
17419935,13,19,5,2018,1,85
17419935,13,19,5,2018,2,5
17419935,13,20,5,2018,1,45
17419935,13,20,5,2018,2,3
17419935,13,21,5,2018,1,114
17419935,13,21,5,2018,2,9
17419935,13,22,5,2018,1,74
17419935,13,22,5,2018,2,5
17419935,13,23,5,2018,1,89
17419935,13,23,5,2018,2,11
17419935,13,24,5,2018,1,99
17419935,13,24,5,2018,2,5
17419935,13,25,5,2018,1,95
17419935,13,25,5,2018,2,9
17419935,13,26,5,2018,1,103
17419935,13,26,5,2018,2,8
17419935,13,27,5,2018,1,55
17419935,13,27,5,2018,2,4
17419935,13,28,5,2018,1,130
17419935,13,28,5,2018,2,11
17419935,13,29,5,2018,1,79
17419935,13,29,5,2018,2,5
17419935,13,30,5,2018,1,83
17419935,13,30,5,2018,2,11
17419935,13,31,5,2018,1,106
17419935,13,31,5,2018,2,16
17419935,13,1,6,2018,1,120
17419935,13,1,6,2018,2,8
17419935,13,2,6,2018,1,84
17419935,13,2,6,2018,2,9
17419935,13,3,6,2018,1,52
17419935,13,3,6,2018,2,3
17419935,13,4,6,2018,1,162
17419935,13,4,6,2018,2,14
17419935,13,5,6,2018,1,131
17419935,13,5,6,2018,2,5
17419935,13,6,6,2018,1,98
17419935,13,6,6,2018,2,2
17419935,13,7,6,2018,1,107
17419935,13,7,6,2018,2,13
17419935,13,8,6,2018,1,161
17419935,13,8,6,2018,2,7
17419935,13,9,6,2018,1,96
17419935,13,9,6,2018,2,5
17419935,13,10,6,2018,1,46
17419935,13,10,6,2018,2,2
17419935,13,11,6,2018,1,100
17419935,13,11,6,2018,2,10
17419935,13,12,6,2018,1,106
17419935,13,12,6,2018,2,4
17419935,13,13,6,2018,1,148
17419935,13,13,6,2018,2,9
17419935,13,14,6,2018,1,161
17419935,13,14,6,2018,2,8
17419935,13,15,6,2018,1,61
17419935,13,15,6,2018,2,8
17419935,13,16,6,2018,1,48
17419935,13,16,6,2018,2,1
17419935,13,17,6,2018,1,63
17419935,13,17,6,2018,2,3
17419935,13,18,6,2018,1,116
17419935,13,18,6,2018,2,3
17419935,13,19,6,2018,1,100
17419935,13,19,6,2018,2,7
17419935,13,20,6,2018,1,111
17419935,13,20,6,2018,2,10
17419935,13,21,6,2018,1,112
17419935,13,21,6,2018,2,8
17419935,13,22,6,2018,1,102
17419935,13,22,6,2018,2,5
17419935,13,23,6,2018,1,87
17419935,13,23,6,2018,2,8
17419935,13,24,6,2018,1,34
17419935,13,24,6,2018,2,8
17419935,13,25,6,2018,1,104
17419935,13,25,6,2018,2,8
17419935,13,26,6,2018,1,103
17419935,13,26,6,2018,2,6
17419935,13,27,6,2018,1,91
17419935,13,27,6,2018,2,6
17419935,13,28,6,2018,1,81
17419935,13,28,6,2018,2,4
17419935,13,29,6,2018,1,106
17419935,13,29,6,2018,2,6
17419935,13,30,6,2018,1,105
17419935,13,30,6,2018,2,5
17419935,13,1,7,2018,1,55
17419935,13,1,7,2018,2,7
17419935,13,2,7,2018,1,128
17419935,13,2,7,2018,2,12
17419935,13,3,7,2018,1,105
17419935,13,3,7,2018,2,12
17419935,13,4,7,2018,1,112
17419935,13,4,7,2018,2,3
17419935,13,5,7,2018,1,110
17419935,13,5,7,2018,2,6
17419935,13,6,7,2018,1,114
17419935,13,6,7,2018,2,9
17419935,13,7,7,2018,1,142
17419935,13,7,7,2018,2,5
17419935,13,8,7,2018,1,5
17419935,13,8,7,2018,2,0
17419935,13,9,7,2018,1,95
17419935,13,9,7,2018,2,6
17419935,13,10,7,2018,1,91
17419935,13,10,7,2018,2,5
17419935,13,11,7,2018,1,104
17419935,13,11,7,2018,2,4
17419935,13,12,7,2018,1,95
17419935,13,12,7,2018,2,5
17419935,13,13,7,2018,1,88
17419935,13,13,7,2018,2,5
17419935,13,14,7,2018,1,101
17419935,13,14,7,2018,2,5
17419935,13,15,7,2018,1,50
17419935,13,15,7,2018,2,3
17419935,13,16,7,2018,1,118
17419935,13,16,7,2018,2,6
17419935,13,17,7,2018,1,75
17419935,13,17,7,2018,2,4
17419935,13,18,7,2018,1,72
17419935,13,18,7,2018,2,6
17419935,13,19,7,2018,1,86
17419935,13,19,7,2018,2,6
17419935,13,20,7,2018,1,97
17419935,13,20,7,2018,2,5
17419935,13,21,7,2018,1,97
17419935,13,21,7,2018,2,7
17419935,13,22,7,2018,1,54
17419935,13,22,7,2018,2,2
17419935,13,23,7,2018,1,111
17419935,13,23,7,2018,2,8
17419935,13,24,7,2018,1,90
17419935,13,24,7,2018,2,3
17419935,13,25,7,2018,1,101
17419935,13,25,7,2018,2,4
17419935,13,26,7,2018,1,76
17419935,13,26,7,2018,2,5
17419935,13,27,7,2018,1,83
17419935,13,27,7,2018,2,6
17419935,13,28,7,2018,1,88
17419935,13,28,7,2018,2,6
17419935,13,29,7,2018,1,48
17419935,13,29,7,2018,2,2
17419935,13,30,7,2018,1,98
17419935,13,30,7,2018,2,5
17419935,13,31,7,2018,1,123
17419935,13,31,7,2018,2,10
17419935,13,1,8,2018,1,108
17419935,13,1,8,2018,2,10
17419935,13,2,8,2018,1,110
17419935,13,2,8,2018,2,4
17419935,13,3,8,2018,1,107
17419935,13,3,8,2018,2,10
17419935,13,4,8,2018,1,100
17419935,13,4,8,2018,2,7
17419935,13,5,8,2018,1,49
17419935,13,5,8,2018,2,4
17419935,13,6,8,2018,1,119
17419935,13,6,8,2018,2,10
17419935,13,7,8,2018,1,111
17419935,13,7,8,2018,2,10
17419935,13,8,8,2018,1,89
17419935,13,8,8,2018,2,12
17419935,13,9,8,2018,1,104
17419935,13,9,8,2018,2,8
17419935,13,10,8,2018,1,93
17419935,13,10,8,2018,2,9
17419935,13,11,8,2018,1,103
17419935,13,11,8,2018,2,6
17419935,13,12,8,2018,1,38
17419935,13,12,8,2018,2,4
17419935,13,13,8,2018,1,117
17419935,13,13,8,2018,2,7
17419935,13,14,8,2018,1,89
17419935,13,14,8,2018,2,3
17419935,13,15,8,2018,1,111
17419935,13,15,8,2018,2,8
17419935,13,16,8,2018,1,145
17419935,13,16,8,2018,2,7
17419935,13,17,8,2018,1,163
17419935,13,17,8,2018,2,12
17419935,13,18,8,2018,1,197
17419935,13,18,8,2018,2,5
17419935,13,19,8,2018,1,2
17419935,13,19,8,2018,2,0
17419935,13,20,8,2018,1,154
17419935,13,20,8,2018,2,8
17419935,13,21,8,2018,1,78
17419935,13,21,8,2018,2,3
17419935,13,22,8,2018,1,37
17419935,13,22,8,2018,2,1
17419935,13,23,8,2018,1,53
17419935,13,23,8,2018,2,4
17419935,13,24,8,2018,1,107
17419935,13,24,8,2018,2,7
17419935,13,25,8,2018,1,127
17419935,13,25,8,2018,2,15
17419935,13,26,8,2018,1,100
17419935,13,26,8,2018,2,6
17419935,13,27,8,2018,1,138
17419935,13,27,8,2018,2,5
17419935,13,28,8,2018,1,77
17419935,13,28,8,2018,2,7
17419935,13,29,8,2018,1,84
17419935,13,29,8,2018,2,10
17419935,13,30,8,2018,1,80
17419935,13,30,8,2018,2,3
17419935,13,31,8,2018,1,110
17419935,13,31,8,2018,2,5
17419935,13,1,9,2018,1,77
17419935,13,1,9,2018,2,4
17419935,13,2,9,2018,1,41
17419935,13,2,9,2018,2,8
17419935,13,3,9,2018,1,110
17419935,13,3,9,2018,2,10
17419935,13,4,9,2018,1,92
17419935,13,4,9,2018,2,6
17419935,13,5,9,2018,1,113
17419935,13,5,9,2018,2,5
17419935,13,6,9,2018,1,92
17419935,13,6,9,2018,2,8
17419935,13,7,9,2018,1,90
17419935,13,7,9,2018,2,5
17419935,13,8,9,2018,1,75
17419935,13,8,9,2018,2,5
17419935,13,9,9,2018,1,30
17419935,13,9,9,2018,2,3
17419935,13,10,9,2018,1,125
17419935,13,10,9,2018,2,7
17419935,13,11,9,2018,1,102
17419935,13,11,9,2018,2,6
17419935,13,12,9,2018,1,78
17419935,13,12,9,2018,2,5
17419935,13,13,9,2018,1,65
17419935,13,13,9,2018,2,4
17419935,13,14,9,2018,1,88
17419935,13,14,9,2018,2,5
17419935,13,15,9,2018,1,96
17419935,13,15,9,2018,2,8
17419935,13,16,9,2018,1,41
17419935,13,16,9,2018,2,5
17419935,13,17,9,2018,1,123
17419935,13,17,9,2018,2,7
17419935,13,18,9,2018,1,89
17419935,13,18,9,2018,2,5
17419935,13,19,9,2018,1,92
17419935,13,19,9,2018,2,3
17419935,13,20,9,2018,1,82
17419935,13,20,9,2018,2,8
17419935,13,21,9,2018,1,73
17419935,13,21,9,2018,2,7
17419935,13,22,9,2018,1,90
17419935,13,22,9,2018,2,6
17419935,13,23,9,2018,1,45
17419935,13,23,9,2018,2,2
17419935,13,24,9,2018,1,94
17419935,13,24,9,2018,2,5
17419935,13,25,9,2018,1,79
17419935,13,25,9,2018,2,2
17419935,13,26,9,2018,1,86
17419935,13,26,9,2018,2,4
17419935,13,27,9,2018,1,106
17419935,13,27,9,2018,2,1
17419935,13,28,9,2018,1,121
17419935,13,28,9,2018,2,12
17419935,13,29,9,2018,1,90
17419935,13,29,9,2018,2,5
17419935,13,30,9,2018,1,40
17419935,13,30,9,2018,2,3
17419935,13,1,10,2018,1,122
17419935,13,1,10,2018,2,8
17419935,13,2,10,2018,1,112
17419935,13,2,10,2018,2,7
17419935,13,3,10,2018,1,87
17419935,13,3,10,2018,2,8
17419935,13,4,10,2018,1,71
17419935,13,4,10,2018,2,4
17419935,13,5,10,2018,1,106
17419935,13,5,10,2018,2,10
17419935,13,6,10,2018,1,123
17419935,13,6,10,2018,2,5
17419935,13,7,10,2018,1,46
17419935,13,7,10,2018,2,3
17419935,13,8,10,2018,1,123
17419935,13,8,10,2018,2,3
17419935,13,9,10,2018,1,79
17419935,13,9,10,2018,2,9
17419935,13,10,10,2018,1,90
17419935,13,10,10,2018,2,9
17419935,13,11,10,2018,1,102
17419935,13,11,10,2018,2,6
17419935,13,12,10,2018,1,102
17419935,13,12,10,2018,2,7
17419935,13,13,10,2018,1,98
17419935,13,13,10,2018,2,10
17419935,13,14,10,2018,1,47
17419935,13,14,10,2018,2,6
17419935,13,15,10,2018,1,118
17419935,13,15,10,2018,2,10
17419935,13,16,10,2018,1,92
17419935,13,16,10,2018,2,6
17419935,13,17,10,2018,1,90
17419935,13,17,10,2018,2,6
17419935,13,18,10,2018,1,85
17419935,13,18,10,2018,2,8
17419935,13,19,10,2018,1,99
17419935,13,19,10,2018,2,8
17419935,13,20,10,2018,1,85
17419935,13,20,10,2018,2,6
17419935,13,21,10,2018,1,54
17419935,13,21,10,2018,2,1
17419935,13,22,10,2018,1,133
17419935,13,22,10,2018,2,13
17419935,13,23,10,2018,1,106
17419935,13,23,10,2018,2,4
17419935,13,24,10,2018,1,93
17419935,13,24,10,2018,2,9
17419935,13,25,10,2018,1,98
17419935,13,25,10,2018,2,6
17419935,13,26,10,2018,1,92
17419935,13,26,10,2018,2,15
17419935,13,27,10,2018,1,87
17419935,13,27,10,2018,2,3
17419935,13,28,10,2018,1,43
17419935,13,28,10,2018,2,5
17419935,13,29,10,2018,1,81
17419935,13,29,10,2018,2,2
17419935,13,30,10,2018,1,106
17419935,13,30,10,2018,2,7
17419935,13,31,10,2018,1,93
17419935,13,31,10,2018,2,3
17419935,13,1,11,2018,1,118
17419935,13,1,11,2018,2,7
17419935,13,2,11,2018,1,116
17419935,13,2,11,2018,2,5
17419935,13,3,11,2018,1,105
17419935,13,3,11,2018,2,4
17419935,13,4,11,2018,1,59
17419935,13,4,11,2018,2,2
17419935,13,5,11,2018,1,105
17419935,13,5,11,2018,2,13
17419935,13,6,11,2018,1,110
17419935,13,6,11,2018,2,11
17419935,13,7,11,2018,1,90
17419935,13,7,11,2018,2,5
17419935,13,8,11,2018,1,103
17419935,13,8,11,2018,2,6
17419935,13,9,11,2018,1,106
17419935,13,9,11,2018,2,8
17419935,13,10,11,2018,1,80
17419935,13,10,11,2018,2,5
17419935,13,11,11,2018,1,53
17419935,13,11,11,2018,2,1
17419935,13,12,11,2018,1,92
17419935,13,12,11,2018,2,4
17419935,13,13,11,2018,1,96
17419935,13,13,11,2018,2,9
17419935,13,14,11,2018,1,76
17419935,13,14,11,2018,2,3
17419935,13,15,11,2018,1,111
17419935,13,15,11,2018,2,9
17419935,13,16,11,2018,1,114
17419935,13,16,11,2018,2,8
17419935,13,17,11,2018,1,110
17419935,13,17,11,2018,2,16
17419935,13,18,11,2018,1,45
17419935,13,18,11,2018,2,4
17419935,13,19,11,2018,1,127
17419935,13,19,11,2018,2,8
17419935,13,20,11,2018,1,92
17419935,13,20,11,2018,2,5
17419935,13,21,11,2018,1,100
17419935,13,21,11,2018,2,5
17419935,13,22,11,2018,1,103
17419935,13,22,11,2018,2,7
17419935,13,23,11,2018,1,108
17419935,13,23,11,2018,2,11
17419935,13,24,11,2018,1,73
17419935,13,24,11,2018,2,7
17419935,13,25,11,2018,1,51
17419935,13,25,11,2018,2,1
17419935,13,26,11,2018,1,102
17419935,13,26,11,2018,2,13
17419935,13,27,11,2018,1,91
17419935,13,27,11,2018,2,10
17419935,13,28,11,2018,1,76
17419935,13,28,11,2018,2,6
17419935,13,29,11,2018,1,69
17419935,13,29,11,2018,2,13
17419935,13,30,11,2018,1,121
17419935,13,30,11,2018,2,10
17419935,13,1,12,2018,1,110
17419935,13,1,12,2018,2,10
17419935,13,2,12,2018,1,101
17419935,13,2,12,2018,2,5
17419935,13,3,12,2018,1,135
17419935,13,3,12,2018,2,5
17419935,13,4,12,2018,1,128
17419935,13,4,12,2018,2,12
17419935,13,5,12,2018,1,124
17419935,13,5,12,2018,2,15
17419935,13,6,12,2018,1,123
17419935,13,6,12,2018,2,14
17419935,13,7,12,2018,1,138
17419935,13,7,12,2018,2,7
17419935,13,8,12,2018,1,57
17419935,13,8,12,2018,2,2
17419935,13,9,12,2018,1,52
17419935,13,9,12,2018,2,1
17419935,13,10,12,2018,1,112
17419935,13,10,12,2018,2,18
17419935,13,11,12,2018,1,105
17419935,13,11,12,2018,2,6
17419935,13,12,12,2018,1,65
17419935,13,12,12,2018,2,8
17419935,13,13,12,2018,1,71
17419935,13,13,12,2018,2,8
17419935,13,14,12,2018,1,75
17419935,13,14,12,2018,2,11
17419935,13,15,12,2018,1,116
17419935,13,15,12,2018,2,9
17419935,13,16,12,2018,1,49
17419935,13,16,12,2018,2,5
17419935,13,17,12,2018,1,142
17419935,13,17,12,2018,2,17
17419935,13,18,12,2018,1,104
17419935,13,18,12,2018,2,6
17419935,13,19,12,2018,1,96
17419935,13,19,12,2018,2,4
17419935,13,20,12,2018,1,77
17419935,13,20,12,2018,2,8
17419935,13,21,12,2018,1,93
17419935,13,21,12,2018,2,8
17419935,13,22,12,2018,1,62
17419935,13,22,12,2018,2,8
17419935,13,23,12,2018,1,43
17419935,13,23,12,2018,2,1
17419935,13,24,12,2018,1,107
17419935,13,24,12,2018,2,10
17419935,13,25,12,2018,1,95
17419935,13,25,12,2018,2,10
17419935,13,26,12,2018,1,79
17419935,13,26,12,2018,2,5
17419935,13,27,12,2018,1,91
17419935,13,27,12,2018,2,7
17419935,13,28,12,2018,1,91
17419935,13,28,12,2018,2,10
17419935,13,29,12,2018,1,70
17419935,13,29,12,2018,2,8
17419935,13,30,12,2018,1,48
17419935,13,30,12,2018,2,3
17419935,13,31,12,2018,1,124
17419935,13,31,12,2018,2,5
17419935,13,1,1,2019,1,85
17419935,13,1,1,2019,2,7
17419935,13,2,1,2019,1,103
17419935,13,2,1,2019,2,8
17419935,13,3,1,2019,1,101
17419935,13,3,1,2019,2,8
17419935,13,4,1,2019,1,130
17419935,13,4,1,2019,2,8
17419935,13,5,1,2019,1,95
17419935,13,5,1,2019,2,8
17419935,13,6,1,2019,1,51
17419935,13,6,1,2019,2,5
17419935,13,7,1,2019,1,107
17419935,13,7,1,2019,2,5
17419935,13,8,1,2019,1,92
17419935,13,8,1,2019,2,9
17419935,13,9,1,2019,1,83
17419935,13,9,1,2019,2,8
17419935,13,10,1,2019,1,74
17419935,13,10,1,2019,2,5
17419935,13,11,1,2019,1,95
17419935,13,11,1,2019,2,7
17419935,13,12,1,2019,1,92
17419935,13,12,1,2019,2,6
17419935,13,13,1,2019,1,36
17419935,13,13,1,2019,2,4
17419935,13,14,1,2019,1,108
17419935,13,14,1,2019,2,8
17419935,13,15,1,2019,1,103
17419935,13,15,1,2019,2,8
17419935,13,16,1,2019,1,79
17419935,13,16,1,2019,2,3
17419935,13,17,1,2019,1,103
17419935,13,17,1,2019,2,5
17419935,13,18,1,2019,1,90
17419935,13,18,1,2019,2,7
17419935,13,19,1,2019,1,83
17419935,13,19,1,2019,2,10
17419935,13,20,1,2019,1,46
17419935,13,20,1,2019,2,3
17419935,13,21,1,2019,1,96
17419935,13,21,1,2019,2,11
17419935,13,22,1,2019,1,79
17419935,13,22,1,2019,2,9
17419935,13,23,1,2019,1,85
17419935,13,23,1,2019,2,8
17419935,13,24,1,2019,1,68
17419935,13,24,1,2019,2,5
17419935,13,25,1,2019,1,120
17419935,13,25,1,2019,2,6
17419935,13,26,1,2019,1,83
17419935,13,26,1,2019,2,13
17419935,13,27,1,2019,1,56
17419935,13,27,1,2019,2,1
17419935,13,28,1,2019,1,94
17419935,13,28,1,2019,2,7
17419935,13,29,1,2019,1,80
17419935,13,29,1,2019,2,6
17419935,13,30,1,2019,1,70
17419935,13,30,1,2019,2,10
17419935,13,31,1,2019,1,106
17419935,13,31,1,2019,2,9
17419935,13,1,2,2019,1,122
17419935,13,1,2,2019,2,10
17419935,13,2,2,2019,1,104
17419935,13,2,2,2019,2,8
17419935,13,3,2,2019,1,37
17419935,13,3,2,2019,2,3
17419935,13,4,2,2019,1,120
17419935,13,4,2,2019,2,11
17419935,13,5,2,2019,1,91
17419935,13,5,2,2019,2,14
17419935,13,6,2,2019,1,90
17419935,13,6,2,2019,2,8
17419935,13,7,2,2019,1,81
17419935,13,7,2,2019,2,6
17419935,13,8,2,2019,1,106
17419935,13,8,2,2019,2,5
17419935,13,9,2,2019,1,76
17419935,13,9,2,2019,2,6
17419935,13,10,2,2019,1,55
17419935,13,10,2,2019,2,1
17419935,13,11,2,2019,1,103
17419935,13,11,2,2019,2,7
17419935,13,12,2,2019,1,92
17419935,13,12,2,2019,2,4
17419935,13,13,2,2019,1,78
17419935,13,13,2,2019,2,6
17419935,13,14,2,2019,1,93
17419935,13,14,2,2019,2,9
17419935,13,15,2,2019,1,101
17419935,13,15,2,2019,2,5
17419935,13,16,2,2019,1,78
17419935,13,16,2,2019,2,2
17419935,13,17,2,2019,1,46
17419935,13,17,2,2019,2,2
17419935,13,18,2,2019,1,115
17419935,13,18,2,2019,2,9
17419935,13,19,2,2019,1,102
17419935,13,19,2,2019,2,9
17419935,13,20,2,2019,1,103
17419935,13,20,2,2019,2,11
17419935,13,21,2,2019,1,92
17419935,13,21,2,2019,2,8
17419935,13,22,2,2019,1,124
17419935,13,22,2,2019,2,2
17419935,13,23,2,2019,1,81
17419935,13,23,2,2019,2,9
17419935,13,24,2,2019,1,1
17419935,13,24,2,2019,2,0
17419935,13,25,2,2019,1,98
17419935,13,25,2,2019,2,3
17419935,13,26,2,2019,1,88
17419935,13,26,2,2019,2,13
17419935,13,27,2,2019,1,89
17419935,13,27,2,2019,2,6
17419935,13,28,2,2019,1,133
17419935,13,28,2,2019,2,7
17419935,13,1,3,2019,1,126
17419935,13,1,3,2019,2,9
17419935,13,2,3,2019,1,73
17419935,13,2,3,2019,2,12
17419935,13,3,3,2019,1,46
17419935,13,3,3,2019,2,1
17419935,13,4,3,2019,1,125
17419935,13,4,3,2019,2,11
17419935,13,5,3,2019,1,117
17419935,13,5,3,2019,2,11
17419935,13,6,3,2019,1,105
17419935,13,6,3,2019,2,10
17419935,13,7,3,2019,1,115
17419935,13,7,3,2019,2,5
17419935,13,8,3,2019,1,99
17419935,13,8,3,2019,2,4
17419935,13,9,3,2019,1,101
17419935,13,9,3,2019,2,4
17419935,13,10,3,2019,1,47
17419935,13,10,3,2019,2,1
17419935,13,11,3,2019,1,105
17419935,13,11,3,2019,2,6
17419935,13,12,3,2019,1,98
17419935,13,12,3,2019,2,6
17419935,13,13,3,2019,1,92
17419935,13,13,3,2019,2,3
17419935,13,14,3,2019,1,76
17419935,13,14,3,2019,2,12
17419935,13,15,3,2019,1,81
17419935,13,15,3,2019,2,9
17419935,13,16,3,2019,1,78
17419935,13,16,3,2019,2,5
17419935,13,17,3,2019,1,55
17419935,13,17,3,2019,2,5
17419935,13,18,3,2019,1,137
17419935,13,18,3,2019,2,11
17419935,13,19,3,2019,1,73
17419935,13,19,3,2019,2,4
17419935,13,20,3,2019,1,88
17419935,13,20,3,2019,2,6
17419935,13,21,3,2019,1,92
17419935,13,21,3,2019,2,8
17419935,13,22,3,2019,1,87
17419935,13,22,3,2019,2,7
17419935,13,23,3,2019,1,94
17419935,13,23,3,2019,2,8
17419935,13,24,3,2019,1,54
17419935,13,24,3,2019,2,3
17419935,13,25,3,2019,1,112
17419935,13,25,3,2019,2,3
17419935,13,26,3,2019,1,73
17419935,13,26,3,2019,2,10
17419935,13,27,3,2019,1,76
17419935,13,27,3,2019,2,9
17419935,13,28,3,2019,1,82
17419935,13,28,3,2019,2,5
17419935,13,29,3,2019,1,99
17419935,13,29,3,2019,2,9
17419935,13,30,3,2019,1,120
17419935,13,30,3,2019,2,15
17419935,13,31,3,2019,1,51
17419935,13,31,3,2019,2,3
17419935,13,1,4,2019,1,104
17419935,13,1,4,2019,2,10
17419935,13,2,4,2019,1,99
17419935,13,2,4,2019,2,12
17419935,13,3,4,2019,1,98
17419935,13,3,4,2019,2,6
17419935,13,4,4,2019,1,110
17419935,13,4,4,2019,2,15
17419935,13,5,4,2019,1,118
17419935,13,5,4,2019,2,8
17419935,13,6,4,2019,1,80
17419935,13,6,4,2019,2,7
17419935,13,7,4,2019,1,42
17419935,13,7,4,2019,2,3
17419935,13,8,4,2019,1,112
17419935,13,8,4,2019,2,9
17419935,13,9,4,2019,1,88
17419935,13,9,4,2019,2,8
17419935,13,10,4,2019,1,80
17419935,13,10,4,2019,2,5
17419935,13,11,4,2019,1,91
17419935,13,11,4,2019,2,7
17419935,13,12,4,2019,1,97
17419935,13,12,4,2019,2,11
17419935,13,13,4,2019,1,72
17419935,13,13,4,2019,2,11
