"ID","TARGET_1","TARGET_2","TARGET_3","TARGET_4","TARGET_5","TARGET_6"
275,NA,NA,0,NA,NA,NA
276,NA,0,NA,NA,NA,NA
277,NA,0,NA,NA,NA,NA
278,NA,NA,NA,NA,NA,0
279,NA,NA,NA,NA,0,NA
280,NA,NA,NA,NA,NA,0
281,NA,NA,NA,NA,0,NA
282,NA,NA,NA,NA,NA,0
283,NA,NA,NA,1,NA,NA
284,NA,NA,1,NA,NA,NA
285,NA,NA,NA,NA,NA,1
286,NA,NA,0,NA,NA,NA
287,0,NA,NA,NA,NA,NA
288,NA,NA,NA,NA,NA,0
289,NA,NA,0,NA,NA,NA
290,NA,NA,NA,NA,0,NA
291,NA,NA,0,NA,NA,NA
292,NA,NA,NA,0,NA,NA
293,NA,NA,NA,NA,NA,0
294,0,NA,NA,NA,NA,NA
295,NA,0,NA,NA,NA,NA
296,NA,NA,NA,NA,1,NA
297,NA,NA,NA,NA,NA,0
298,NA,0,NA,NA,NA,NA
299,NA,NA,NA,NA,0,NA
300,NA,0,NA,NA,NA,NA
301,NA,1,NA,NA,NA,NA
302,NA,0,NA,NA,NA,NA
303,NA,NA,0,NA,NA,NA
304,NA,NA,NA,NA,NA,0
305,1,NA,NA,NA,NA,NA
306,NA,NA,0,NA,NA,NA
307,NA,1,NA,NA,NA,NA
308,NA,NA,NA,NA,NA,0
309,NA,NA,NA,NA,NA,0
310,NA,NA,0,NA,NA,NA
311,NA,NA,NA,0,NA,NA
312,0,NA,NA,NA,NA,NA
313,NA,NA,NA,NA,NA,1
314,NA,NA,NA,NA,0,NA
315,NA,0,NA,NA,NA,NA
316,NA,NA,NA,NA,0,NA
317,NA,NA,0,NA,NA,NA
318,NA,NA,NA,NA,1,NA
319,NA,NA,NA,NA,NA,0
320,NA,NA,NA,NA,NA,0
321,NA,NA,0,NA,NA,NA
322,NA,NA,1,NA,NA,NA
323,NA,NA,NA,0,NA,NA
324,NA,NA,NA,NA,0,NA
325,NA,NA,NA,0,NA,NA
326,1,NA,NA,NA,NA,NA
327,NA,NA,NA,0,NA,NA
328,NA,NA,NA,NA,0,NA
329,NA,NA,NA,NA,NA,0
330,NA,NA,NA,NA,0,NA
331,0,NA,NA,NA,NA,NA
332,NA,NA,0,NA,NA,NA
333,NA,NA,NA,0,NA,NA
334,0,NA,NA,NA,NA,NA
335,NA,NA,NA,NA,1,NA
336,0,NA,NA,NA,NA,NA
337,NA,NA,NA,0,NA,NA
338,NA,NA,NA,NA,NA,0
339,NA,NA,NA,NA,0,NA
340,0,NA,NA,NA,NA,NA
341,0,NA,NA,NA,NA,NA
342,0,NA,NA,NA,NA,NA
343,NA,NA,NA,NA,0,NA
344,0,NA,NA,NA,NA,NA
345,NA,NA,NA,0,NA,NA
346,NA,NA,0,NA,NA,NA
347,NA,NA,NA,0,NA,NA
348,NA,0,NA,NA,NA,NA
349,NA,NA,NA,0,NA,NA
350,NA,NA,0,NA,NA,NA
351,NA,NA,NA,0,NA,NA
352,NA,0,NA,NA,NA,NA
353,NA,NA,NA,NA,NA,0
354,NA,NA,0,NA,NA,NA
355,NA,NA,1,NA,NA,NA
356,NA,NA,NA,NA,0,NA
357,NA,NA,0,NA,NA,NA
358,NA,NA,0,NA,NA,NA
359,0,NA,NA,NA,NA,NA
360,1,NA,NA,NA,NA,NA
361,NA,NA,NA,NA,0,NA
362,NA,0,NA,NA,NA,NA
363,NA,NA,NA,NA,NA,0
364,0,NA,NA,NA,NA,NA
365,NA,NA,NA,NA,0,NA
366,0,NA,NA,NA,NA,NA
367,NA,NA,0,NA,NA,NA
368,NA,NA,1,NA,NA,NA
369,NA,NA,0,NA,NA,NA
370,0,NA,NA,NA,NA,NA
371,NA,0,NA,NA,NA,NA
372,0,NA,NA,NA,NA,NA
373,0,NA,NA,NA,NA,NA
374,NA,0,NA,NA,NA,NA
375,0,NA,NA,NA,NA,NA
376,NA,NA,NA,0,NA,NA
377,NA,NA,0,NA,NA,NA
378,NA,NA,0,NA,NA,NA
379,NA,NA,NA,NA,NA,1
380,NA,NA,NA,0,NA,NA
381,NA,NA,0,NA,NA,NA
382,NA,NA,NA,NA,NA,1
383,NA,NA,NA,NA,NA,0
384,NA,NA,NA,NA,0,NA
385,NA,NA,NA,NA,NA,1
386,NA,NA,NA,0,NA,NA
387,0,NA,NA,NA,NA,NA
388,NA,NA,NA,NA,0,NA
389,NA,NA,0,NA,NA,NA
390,NA,NA,NA,1,NA,NA
391,NA,NA,NA,NA,NA,0
392,NA,NA,NA,1,NA,NA
393,NA,NA,NA,NA,NA,0
394,0,NA,NA,NA,NA,NA
395,0,NA,NA,NA,NA,NA
396,NA,NA,NA,0,NA,NA
397,NA,NA,NA,NA,0,NA
398,NA,NA,NA,0,NA,NA
399,NA,1,NA,NA,NA,NA
400,NA,NA,NA,NA,NA,0
401,NA,NA,0,NA,NA,NA
402,NA,NA,NA,1,NA,NA
403,0,NA,NA,NA,NA,NA
404,NA,0,NA,NA,NA,NA
405,NA,NA,NA,0,NA,NA
406,NA,NA,NA,NA,0,NA
407,0,NA,NA,NA,NA,NA
408,NA,NA,NA,NA,NA,0
409,NA,NA,NA,0,NA,NA
410,NA,NA,NA,NA,0,NA
411,NA,NA,NA,NA,NA,0
412,NA,NA,NA,0,NA,NA
413,NA,NA,NA,NA,0,NA
414,NA,NA,NA,1,NA,NA
415,NA,NA,NA,0,NA,NA
416,NA,NA,NA,NA,NA,0
417,NA,NA,NA,NA,NA,0
418,NA,NA,NA,NA,0,NA
419,0,NA,NA,NA,NA,NA
420,0,NA,NA,NA,NA,NA
421,NA,NA,NA,NA,NA,0
422,1,NA,NA,NA,NA,NA
423,NA,NA,NA,NA,NA,0
424,NA,NA,0,NA,NA,NA
425,NA,NA,NA,0,NA,NA
426,0,NA,NA,NA,NA,NA
427,0,NA,NA,NA,NA,NA
428,NA,NA,0,NA,NA,NA
429,NA,NA,0,NA,NA,NA
430,NA,NA,NA,NA,NA,0
431,NA,NA,0,NA,NA,NA
432,0,NA,NA,NA,NA,NA
433,NA,NA,NA,0,NA,NA
434,NA,0,NA,NA,NA,NA
435,NA,NA,NA,NA,NA,0
436,NA,NA,NA,0,NA,NA
437,NA,NA,0,NA,NA,NA
438,NA,NA,0,NA,NA,NA
439,NA,NA,NA,NA,NA,1
440,NA,NA,NA,0,NA,NA
441,0,NA,NA,NA,NA,NA
442,NA,NA,NA,0,NA,NA
443,NA,NA,NA,0,NA,NA
444,0,NA,NA,NA,NA,NA
445,NA,0,NA,NA,NA,NA
446,NA,NA,NA,NA,0,NA
447,NA,NA,NA,NA,0,NA
448,NA,0,NA,NA,NA,NA
449,NA,0,NA,NA,NA,NA
450,1,NA,NA,NA,NA,NA
451,NA,NA,NA,0,NA,NA
452,NA,NA,NA,NA,0,NA
453,NA,NA,NA,NA,NA,1
454,0,NA,NA,NA,NA,NA
455,0,NA,NA,NA,NA,NA
456,NA,NA,NA,0,NA,NA
457,0,NA,NA,NA,NA,NA
458,NA,NA,NA,0,NA,NA
459,0,NA,NA,NA,NA,NA
460,0,NA,NA,NA,NA,NA
461,NA,NA,0,NA,NA,NA
462,NA,NA,NA,NA,0,NA
463,NA,NA,NA,NA,NA,0
464,NA,0,NA,NA,NA,NA
465,0,NA,NA,NA,NA,NA
466,NA,0,NA,NA,NA,NA
467,0,NA,NA,NA,NA,NA
468,1,NA,NA,NA,NA,NA
469,NA,NA,0,NA,NA,NA
470,0,NA,NA,NA,NA,NA
471,NA,NA,NA,NA,NA,0
472,NA,0,NA,NA,NA,NA
473,NA,NA,NA,0,NA,NA
474,1,NA,NA,NA,NA,NA
475,NA,0,NA,NA,NA,NA
476,NA,NA,NA,0,NA,NA
477,0,NA,NA,NA,NA,NA
478,NA,NA,0,NA,NA,NA
479,NA,NA,NA,NA,0,NA
480,NA,NA,NA,NA,NA,0
481,0,NA,NA,NA,NA,NA
482,NA,NA,NA,0,NA,NA
483,NA,NA,NA,NA,0,NA
484,NA,NA,0,NA,NA,NA
485,NA,NA,NA,NA,1,NA
486,NA,NA,NA,NA,0,NA
487,NA,NA,0,NA,NA,NA
488,NA,NA,NA,1,NA,NA
489,NA,NA,NA,NA,0,NA
490,NA,1,NA,NA,NA,NA
491,NA,NA,NA,0,NA,NA
492,NA,NA,NA,NA,NA,0
493,NA,NA,NA,NA,NA,0
494,NA,NA,NA,0,NA,NA
495,0,NA,NA,NA,NA,NA
496,NA,NA,NA,NA,NA,0
497,NA,0,NA,NA,NA,NA
498,0,NA,NA,NA,NA,NA
499,NA,0,NA,NA,NA,NA
500,NA,NA,0,NA,NA,NA
501,NA,NA,NA,NA,1,NA
502,1,NA,NA,NA,NA,NA
503,0,NA,NA,NA,NA,NA
504,NA,NA,NA,0,NA,NA
505,NA,NA,NA,NA,NA,0
506,NA,0,NA,NA,NA,NA
507,NA,NA,NA,NA,NA,0
508,NA,NA,NA,NA,0,NA
509,0,NA,NA,NA,NA,NA
510,NA,NA,NA,NA,NA,0
511,NA,NA,NA,0,NA,NA
512,NA,NA,NA,NA,NA,0
513,0,NA,NA,NA,NA,NA
514,NA,NA,NA,0,NA,NA
515,0,NA,NA,NA,NA,NA
516,NA,NA,0,NA,NA,NA
517,NA,NA,NA,NA,0,NA
518,0,NA,NA,NA,NA,NA
519,NA,NA,0,NA,NA,NA
520,NA,NA,NA,0,NA,NA
521,NA,NA,0,NA,NA,NA
522,NA,NA,NA,NA,NA,1
523,NA,NA,NA,0,NA,NA
524,NA,NA,NA,NA,NA,0
525,NA,NA,NA,0,NA,NA
526,1,NA,NA,NA,NA,NA
527,NA,NA,NA,0,NA,NA
528,NA,NA,NA,NA,1,NA
529,NA,NA,NA,NA,0,NA
530,0,NA,NA,NA,NA,NA
531,NA,NA,NA,NA,NA,0
532,NA,NA,NA,NA,0,NA
533,NA,NA,NA,NA,1,NA
534,0,NA,NA,NA,NA,NA
535,NA,NA,NA,0,NA,NA
536,NA,NA,NA,NA,NA,0
537,0,NA,NA,NA,NA,NA
538,NA,NA,NA,NA,0,NA
539,0,NA,NA,NA,NA,NA
540,NA,NA,NA,NA,NA,1
541,NA,NA,NA,NA,0,NA
542,NA,NA,NA,0,NA,NA
543,NA,NA,NA,NA,NA,0
544,0,NA,NA,NA,NA,NA
545,NA,NA,NA,0,NA,NA
546,NA,NA,NA,NA,NA,1
547,0,NA,NA,NA,NA,NA
548,NA,NA,NA,NA,NA,0
549,0,NA,NA,NA,NA,NA
550,1,NA,NA,NA,NA,NA
551,NA,NA,NA,1,NA,NA
552,NA,NA,1,NA,NA,NA
553,NA,NA,NA,0,NA,NA
554,NA,NA,0,NA,NA,NA
555,NA,NA,NA,NA,NA,0
556,NA,NA,NA,0,NA,NA
557,0,NA,NA,NA,NA,NA
558,NA,0,NA,NA,NA,NA
559,NA,NA,NA,NA,0,NA
560,NA,NA,0,NA,NA,NA
561,NA,NA,0,NA,NA,NA
562,NA,0,NA,NA,NA,NA
563,NA,NA,0,NA,NA,NA
564,NA,NA,NA,NA,NA,0
565,NA,NA,NA,NA,NA,0
566,NA,NA,NA,NA,1,NA
567,NA,NA,0,NA,NA,NA
568,0,NA,NA,NA,NA,NA
569,NA,0,NA,NA,NA,NA
570,NA,NA,NA,NA,0,NA
571,0,NA,NA,NA,NA,NA
572,0,NA,NA,NA,NA,NA
573,NA,NA,0,NA,NA,NA
574,NA,NA,NA,1,NA,NA
575,NA,NA,NA,NA,NA,0
576,0,NA,NA,NA,NA,NA
577,NA,NA,0,NA,NA,NA
578,NA,NA,NA,NA,0,NA
579,NA,NA,NA,NA,0,NA
580,NA,NA,NA,0,NA,NA
581,NA,NA,NA,NA,0,NA
582,NA,NA,NA,1,NA,NA
583,NA,NA,0,NA,NA,NA
584,0,NA,NA,NA,NA,NA
585,NA,0,NA,NA,NA,NA
586,NA,NA,NA,0,NA,NA
587,NA,NA,NA,NA,NA,1
588,NA,NA,NA,0,NA,NA
589,NA,NA,NA,NA,0,NA
590,0,NA,NA,NA,NA,NA
591,0,NA,NA,NA,NA,NA
592,NA,NA,NA,NA,NA,0
593,0,NA,NA,NA,NA,NA
594,NA,NA,NA,0,NA,NA
595,NA,NA,0,NA,NA,NA
596,NA,NA,NA,0,NA,NA
597,NA,NA,NA,0,NA,NA
598,NA,NA,NA,0,NA,NA
599,NA,NA,NA,NA,NA,1
600,NA,NA,NA,NA,NA,0
601,NA,NA,NA,0,NA,NA
602,NA,NA,NA,0,NA,NA
603,NA,NA,NA,NA,0,NA
604,NA,NA,NA,1,NA,NA
605,NA,0,NA,NA,NA,NA
606,NA,NA,NA,0,NA,NA
607,0,NA,NA,NA,NA,NA
608,NA,NA,0,NA,NA,NA
609,NA,NA,NA,NA,0,NA
610,NA,NA,0,NA,NA,NA
611,NA,NA,NA,NA,0,NA
612,NA,NA,NA,0,NA,NA
613,NA,0,NA,NA,NA,NA
614,0,NA,NA,NA,NA,NA
615,NA,NA,NA,NA,NA,0
616,NA,NA,0,NA,NA,NA
617,NA,NA,NA,NA,NA,0
618,NA,NA,NA,NA,0,NA
619,NA,NA,0,NA,NA,NA
620,NA,NA,NA,NA,NA,0
621,0,NA,NA,NA,NA,NA
622,NA,NA,NA,1,NA,NA
623,NA,NA,NA,NA,0,NA
624,NA,NA,NA,1,NA,NA
625,NA,NA,NA,NA,0,NA
626,NA,NA,NA,0,NA,NA
627,NA,NA,NA,1,NA,NA
628,NA,NA,NA,NA,NA,0
629,NA,NA,NA,0,NA,NA
630,NA,NA,NA,NA,0,NA
631,NA,NA,NA,0,NA,NA
632,NA,NA,NA,0,NA,NA
633,0,NA,NA,NA,NA,NA
634,NA,NA,NA,NA,0,NA
635,NA,1,NA,NA,NA,NA
636,NA,NA,NA,NA,1,NA
637,NA,NA,NA,NA,NA,0
638,NA,NA,0,NA,NA,NA
639,NA,NA,NA,NA,NA,0
640,NA,NA,NA,NA,NA,1
641,NA,NA,NA,NA,NA,0
642,NA,NA,0,NA,NA,NA
643,NA,NA,NA,NA,0,NA
644,0,NA,NA,NA,NA,NA
645,NA,NA,NA,1,NA,NA
646,NA,NA,NA,NA,NA,0
647,NA,NA,NA,NA,NA,0
648,NA,NA,0,NA,NA,NA
649,NA,NA,0,NA,NA,NA
650,0,NA,NA,NA,NA,NA
651,NA,NA,NA,0,NA,NA
652,0,NA,NA,NA,NA,NA
653,NA,NA,NA,NA,NA,1
654,1,NA,NA,NA,NA,NA
655,NA,NA,NA,0,NA,NA
656,NA,0,NA,NA,NA,NA
657,NA,NA,0,NA,NA,NA
658,NA,NA,0,NA,NA,NA
659,NA,NA,0,NA,NA,NA
660,NA,NA,0,NA,NA,NA
661,0,NA,NA,NA,NA,NA
662,NA,NA,1,NA,NA,NA
663,NA,0,NA,NA,NA,NA
664,NA,NA,NA,0,NA,NA
665,NA,NA,NA,NA,NA,1
666,NA,NA,NA,NA,0,NA
667,NA,NA,0,NA,NA,NA
668,NA,0,NA,NA,NA,NA
669,NA,NA,NA,NA,0,NA
670,NA,NA,NA,NA,NA,1
671,NA,NA,NA,NA,NA,1
672,NA,NA,NA,NA,NA,0
673,NA,NA,NA,NA,NA,1
674,0,NA,NA,NA,NA,NA
675,NA,NA,NA,NA,1,NA
676,NA,NA,NA,1,NA,NA
677,NA,NA,NA,NA,NA,0
678,NA,NA,NA,NA,0,NA
679,0,NA,NA,NA,NA,NA
680,NA,NA,NA,NA,0,NA
681,NA,NA,NA,0,NA,NA
682,NA,NA,NA,NA,0,NA
683,0,NA,NA,NA,NA,NA
684,1,NA,NA,NA,NA,NA
685,NA,NA,NA,NA,NA,1
686,NA,NA,NA,NA,0,NA
687,NA,NA,NA,NA,0,NA
688,NA,NA,NA,NA,NA,1
689,0,NA,NA,NA,NA,NA
690,NA,NA,NA,NA,1,NA
691,NA,0,NA,NA,NA,NA
692,NA,NA,NA,NA,NA,0
693,NA,NA,NA,NA,NA,0
694,NA,0,NA,NA,NA,NA
695,NA,NA,NA,NA,NA,0
696,NA,NA,NA,0,NA,NA
697,NA,NA,NA,0,NA,NA
698,NA,NA,NA,NA,NA,0
699,1,NA,NA,NA,NA,NA
700,NA,NA,NA,0,NA,NA
701,NA,NA,NA,NA,0,NA
702,NA,NA,0,NA,NA,NA
703,NA,NA,NA,NA,1,NA
704,1,NA,NA,NA,NA,NA
705,NA,0,NA,NA,NA,NA
706,NA,0,NA,NA,NA,NA
707,0,NA,NA,NA,NA,NA
708,NA,NA,0,NA,NA,NA
709,0,NA,NA,NA,NA,NA
710,NA,NA,NA,0,NA,NA
711,NA,NA,NA,0,NA,NA
712,NA,NA,NA,NA,0,NA
713,NA,0,NA,NA,NA,NA
714,NA,NA,1,NA,NA,NA
715,NA,NA,NA,NA,0,NA
716,NA,NA,NA,NA,0,NA
717,NA,NA,NA,0,NA,NA
718,0,NA,NA,NA,NA,NA
719,1,NA,NA,NA,NA,NA
720,NA,NA,0,NA,NA,NA
721,NA,0,NA,NA,NA,NA
722,NA,NA,NA,1,NA,NA
723,NA,NA,0,NA,NA,NA
724,NA,NA,NA,0,NA,NA
725,NA,NA,NA,NA,0,NA
726,NA,NA,NA,0,NA,NA
727,NA,NA,1,NA,NA,NA
728,NA,NA,NA,0,NA,NA
729,NA,NA,NA,NA,0,NA
730,NA,NA,NA,NA,0,NA
731,NA,0,NA,NA,NA,NA
